"","country","species","area","year","value","value.kg","relative.value","production","native","fishmeal","intensity","hatchery","habitat","waste","ecol.score","msi"
"13186","Argentina","Blue mussel","Atlantic, Southwest",2013,20.37,3.68354430379747,0.208965941731637,5.53,10,10,7,5,7,10,8.2,7.1
"13188","Argentina","Pacific cupped oyster","Atlantic, Southwest",2013,44.33,1.65781600598355,0.45475995075913,26.74,3,10,5,7,7,10,7,6.4
"13189","Argentina","River Plata mussel","Atlantic, Southwest",2013,32.78,3.68314606741573,0.336274107509233,8.9,7,10,7,5,7,10,7.7,7
"13192","Australia","Atlantic salmon","Pacific, Southwest",2013,479002.1,11.1979170562932,0.585552006441386,42776,1,1,1,3,5,3,2.3,3.7
"13207","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2013,148585.19,19.8537132549439,0.181636690386064,7484,10,1,1,1,3,1,2.8,4.1
"13230","Brazil","Cupped oysters nei","Atlantic, Southwest",2013,4035.06,0.0108102329992525,0.0105682078097292,373263,7,10,7,7,7,10,8,7.1
"13251","Canada","Atlantic bluefin tuna","Atlantic, Northwest",2013,0,0,0,28,10,10,5,1,3,1,5,5
"13252","Canada","Atlantic cod","Atlantic, Northwest",2013,0,0,0,0.5,10,1,3,3,3,3,3.8,4.7
"13255","Canada","Blue mussel","Atlantic, Northwest",2013,44692.55,217.344502261343,0.0534963623651426,205.63,10,10,9,8,8,10,9.2,8.2
"13276","Chile","Atlantic salmon","Pacific, Southeast",2013,0,0,0,138071,1,1,1,1,1,2,1.2,2.5
"13287","Chile","Pacific cupped oyster","Pacific, Southeast",2013,145114.86,157.050714285714,0.204348473239498,924,1,10,7,5,7,1,5.2,5.6
"13303","China","Groupers nei","Pacific, Northwest",2013,870,0.356411306841458,0.00185123331610552,2441,9,1,5,5,5,4,4.8,5.3
"13321","China","Red drum","Pacific, Northwest",2013,0,0,0,1426.88,1,1,2,5,4,5,3,4.4
"13412","France","Blue mussel","Atlantic, Northeast",2013,260000.02,1.43274381440458,0.220607554175654,181470,10,10,9,8,7,10,9,8.1
"13413","France","Blue mussel","Mediterranean and Black Sea",2013,560.98,0.0107880769230769,0.000475986216237438,52000,10,10,9,8,7,10,9,8.1
"13420","France","European flat oyster","Mediterranean and Black Sea",2013,0,0,0,5,10,10,7,5,7,10,8.2,7.3
"13422","France","European seabass","Mediterranean and Black Sea",2013,31.88,0.0284135472370766,2.70498780235472e-05,1122,10,3,5,7,5,5,5.8,5.7
"13424","France","Gilthead seabream","Atlantic, Northeast",2013,1087.76,217.552,0.00092295405642703,5,10,1,1,5,3,1,3.5,4.3
"13425","France","Gilthead seabream","Mediterranean and Black Sea",2013,5.52,0.0505494505494505,4.68366771298559e-06,109.2,10,1,1,5,3,1,3.5,4.3
"13439","France","Pacific cupped oyster","Mediterranean and Black Sea",2013,0,0,0,395.31,1,10,10,5,5,1,5.3,6.2
"13468","Greece","European seabass","Mediterranean and Black Sea",2013,14998.5,9.53496503496504,0.124706111052586,1573,10,3,5,5,5,1,4.8,5
"13469","Greece","Flathead grey mullet","Mediterranean and Black Sea",2013,4234.4,0.931661166116612,0.0352072244985211,4545,10,3,5,5,5,3,5.2,5.7
"13470","Greece","Gilthead seabream","Mediterranean and Black Sea",2013,1829.59,1.15068553459119,0.0152122581405274,1590,10,1,1,3,3,1,3.2,4.1
"13471","Greece","Kuruma prawn","Mediterranean and Black Sea",2013,38.11,0.149392395139161,0.000316868346315568,255.1,1,3,5,5,5,5,4,4.6
"13489","Iceland","Haddock","Atlantic, Northeast",2013,1000,50,0.0095843966023314,20,10,3,5,8,7,5,6.3,6.9
"13491","Iceland","Spotted wolffish","Atlantic, Northeast",2013,1674.84,167.484,0.0160523308054487,10,10,3,6,8,7,5,6.5,6.9
"13499","Indonesia","Groupers nei","Pacific, Western Central",2013,2.03,0.000513094007415851,5.96137738123622e-06,3956.39,9,1,5,5,3,4,4.5,5
"13510","Ireland","Atlantic salmon","Atlantic, Northeast",2013,13366.81,16.7503884711779,0.0102136702371849,798,10,3,3,5,5,5,5.2,5.4
"13515","Ireland","European flat oyster","Atlantic, Northeast",2013,178.87,283.920634920635,0.000136675780932418,0.63,10,10,7,5,7,10,8.2,7.3
"13533","Italy","Cupped oysters nei","Mediterranean and Black Sea",2013,1.57,4.66055154807493e-06,2.83810262318775e-06,336870,5,10,10,10,9,10,9,7.6
"13537","Italy","Gilthead seabream","Mediterranean and Black Sea",2013,2362.93,181.763846153846,0.00427148906459174,13,10,1,3,5,3,1,3.8,4.7
"13709","Morocco","Gilthead seabream","Mediterranean and Black Sea",2013,2289.26,208.114545454545,0.0033937051206973,11,10,3,4,5,4,5,5.2,5.5
"13710","Morocco","Marine fishes nei","Mediterranean and Black Sea",2013,0.5,0.00311138767890479,7.41223172705874e-07,160.7,5,4,5,5,4,5,4.7,5.3
"13730","Namibia","Pacific cupped oyster","Atlantic, Southeast",2013,73540.45,1025.81182870693,0.990923284493089,71.69,1,10,7,4,7,9,6.3,5.5
"13746","Nigeria","Snappers nei","Atlantic, Eastern Central",2013,549587.4,6039.42197802198,1,91,5,7,3,3,4,3,4.2,4.9
"13748","Norway","Atlantic cod","Atlantic, Northeast",2013,0,0,0,2826,10,1,3,3,3,1,3.5,4.6
"13779","Peru","False abalone","Pacific, Southeast",2013,0,0,0,80.92,10,10,7,7,7,5,7.7,7.2
"13786","Peru","Whiteleg shrimp","Pacific, Southeast",2013,2794.72,47.6508098891731,0.503740126966045,58.65,10,3,1,5,3,3,4.2,4.5
"13787","Philippines","Banana prawn","Pacific, Western Central",2013,0,0,0,2596.2,10,4,5,1,3,1,4,4.3
"13791","Philippines","Giant tiger prawn","Pacific, Western Central",2013,0,0,0,1608201,10,1,1,1,1,1,2.5,3.5
"13798","Philippines","Milkfish","Pacific, Western Central",2013,0,0,0,10,10,7,7,1,3,3,5.2,5.7
"13811","Portugal","Common cuttlefish","Atlantic, Northeast",2013,398.45,2.84607142857143,0.000581833965190368,140,10,5,5,6,7,7,6.7,6.5
"13813","Portugal","Common sole","Atlantic, Northeast",2013,156970.7,324.319628099174,0.229215421758584,484,10,5,3,6,4,5,5.5,5.8
"13816","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2013,4752.87,709.383582089552,0.0069403468393383,6.7,10,10,7,6,7,9,8.2,7
"13817","Portugal","Gilthead seabream","Atlantic, Northeast",2013,331299.28,575.842177532894,0.483777572461072,575.33,10,3,3,6,4,3,4.8,5.3
"13820","Portugal","Grooved carpet shell","Atlantic, Northeast",2013,200,2.55427841634738,0.000292048671196069,78.3,10,10,7,7,8,9,8.5,7.3
"13822","Portugal","Marine molluscs nei","Atlantic, Northeast",2013,0,0,0,73.58,5,5,5,6,4,5,5,5.3
"13824","Portugal","Octopuses nei","Atlantic, Northeast",2013,8.29,0.000100565300725429,1.21054174210771e-05,82434,5,5,5,6,8,5,5.7,5.7
"13828","Portugal","Sargo breams nei","Atlantic, Northeast",2013,3280.1,0.268530495292673,0.00478974423195113,12215,6,3,3,6,4,3,4.2,4.8
"13829","Portugal","Sea mussels nei","Atlantic, Northeast",2013,0,0,0,1648.17,5,10,7,6,7,8,7.2,6.5
"13878","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2013,462116.53,252.947036832281,0.756116647887142,1826.93,10,3,5,5,5,5,5.5,5.7
"13879","Saudi Arabia","Giant tiger prawn","Indian Ocean, Western",2013,239.07,0.0032015587963521,0.000391167152169127,74673,10,1,1,3,5,1,3.5,4.2
"13937","South Africa","Giant tiger prawn","Atlantic, Southeast",2013,398.45,0.0213779079749335,0.0082122162823032,18638.4,1,3,3,7,5,5,4,4.7
"13943","South Africa","Mullets nei","Atlantic, Southeast",2013,3411.05,72.5755319148936,0.0703031254856327,47,5,5,4,6,5,6,5.2,5.4
"13944","South Africa","Pacific cupped oyster","Atlantic, Southeast",2013,282.18,0.142900549968096,0.00581584437329732,1974.66,1,10,7,7,7,9,6.8,6.1
"13945","South Africa","Perlemoen abalone","Atlantic, Southeast",2013,7531.59,313.81625,0.155229127944866,24,10,5,7,6,7,8,7.2,6.7
"13946","South Africa","Red bait","Atlantic, Southeast",2013,179.75,0.0134795650543682,0.00370472048373447,13335,1,5,4,7,5,6,4.7,5
"13947","South Africa","Sea mussels nei","Atlantic, Southeast",2013,0,0,0,6689,5,10,7,7,7,8,7.3,6.5
"13949","South Africa","Smooth mactra","Atlantic, Southeast",2013,1008.17,0.156860884123003,0.0207787930463788,6427.16,10,10,7,6,7,7,7.8,6.7
"13965","Spain","Cupped oysters nei","Atlantic, Northeast",2013,1050.23,40.3934615384615,0.000113171264865097,26,5,10,10,7,8,10,8.3,7.2
"13967","Spain","European eel","Atlantic, Northeast",2013,75118.11,25039.37,0.00809461881966378,3,10,3,3,3,6,7,5.3,5.9
"13976","Spain","Gilthead seabream","Atlantic, Northeast",2013,388916.03,1.6219770288474,0.0419090285379508,239779,10,1,1,3,3,1,3.2,4.2
"13977","Spain","Gilthead seabream","Mediterranean and Black Sea",2013,0,0,0,71448.6,10,1,1,3,3,1,3.2,4.2
"13986","Spain","Kuruma prawn","Atlantic, Northeast",2013,0,0,0,1261,1,3,5,5,5,7,4.3,4.8
"13998","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2013,0,0,0,22500,1,10,7,5,7,10,6.7,6.4
"14094","Turkey","Gilthead seabream","Mediterranean and Black Sea",2013,2702.82,17.5450827653359,0.0145901584743562,154.05,8,3,3,7,5,6,5.3,5.1
"14097","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2013,60.23,5.47545454545455,0.000325129030016972,11,10,10,7,6,7,8,8,6.6
"14098","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2013,224.32,2.28897959183673,0.0012109072557431,98,5,5,5,6,5,5,5.2,5.1
"14106","Turkey","Trouts nei","Mediterranean and Black Sea",2013,2274.24,4.24401440647918,0.0122766303374697,535.87,5,3,3,5,5,5,4.3,4.8
"14110","Ukraine","Flatfishes nei","Mediterranean and Black Sea",2013,195.64,23.0164705882353,0.00846333607023306,8.5,5,3,3,6,5,6,3.8,4.4
"14111","Ukraine","Mediterranean mussel","Mediterranean and Black Sea",2013,18.1,8.15315315315315,0.00078300134364761,2.22,10,10,7,6,7,8,8,6.9
"14132","United Kingdom","Atlantic cod","Atlantic, Northeast",2013,8.24,2.51987767584098,0.000168501161717354,3.27,10,1,3,3,3,1,3.5,4.6
"14135","United Kingdom","Blue mussel","Atlantic, Northeast",2013,6.24,4.76335877862595,0.000127602821494695,1.31,10,10,9,8,8,10,9.2,8.2
"14187","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2013,24449.01,33.63,0.513950376239522,727,10,10,10,5,7,10,8.7,7.9
"14200","Argentina","Blue mussel","Atlantic, Southwest",2014,12.33,3.35054347826087,0.240350877192982,3.68,10,10,7,5,7,10,8.2,7.1
"14202","Argentina","Pacific cupped oyster","Atlantic, Southwest",2014,12.66,1.86176470588235,0.246783625730994,6.8,3,10,5,7,7,10,7,6.4
"14203","Argentina","River Plata mussel","Atlantic, Southwest",2014,7.78,3.35344827586207,0.151656920077973,2.32,7,10,7,5,7,10,7.7,7
"14206","Australia","Atlantic salmon","Pacific, Southwest",2014,487618.06,11.7242090178814,0.656875931603427,41590.7,1,1,1,3,5,3,2.3,3.7
"14221","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2014,110491.19,14.6462340933192,0.148843960712245,7544,10,1,1,1,3,1,2.8,4.1
"14244","Brazil","Cupped oysters nei","Atlantic, Southwest",2014,5020.91,0.0134857954774369,0.0133181904835646,372311,7,10,7,7,7,10,8,7.1
"14265","Canada","Atlantic bluefin tuna","Atlantic, Northwest",2014,0,0,0,14,10,10,5,1,3,1,5,5
"14269","Canada","Blue mussel","Atlantic, Northwest",2014,38463.05,278.717753623188,0.0525362320325241,138,10,10,9,8,8,10,9.2,8.2
"14290","Chile","Atlantic salmon","Pacific, Southeast",2014,0,0,0,140738,1,1,1,1,1,2,1.2,2.5
"14317","China","Groupers nei","Pacific, Northwest",2014,870,0.362047440699126,0.00167135831674622,2403,9,1,5,5,5,4,4.8,5.3
"14335","China","Red drum","Pacific, Northwest",2014,0,0,0,1602.14,1,1,2,5,4,5,3,4.4
"14411","Ecuador","Red drum","Pacific, Southeast",2014,0,0,0,0.4,1,1,3,5,5,5,3.3,4.5
"14425","France","Atlantic salmon","Atlantic, Northeast",2014,188881,173.118555519912,0.156308189590502,1091.05,10,3,2,5,5,3,4.7,4.8
"14426","France","Blue mussel","Atlantic, Northeast",2014,220000.02,1.16475463387,0.182060688137369,188881,10,10,9,8,7,10,9,8.1
"14427","France","Blue mussel","Mediterranean and Black Sea",2014,497.89,0.01244725,0.000412028126255236,40000,10,10,9,8,7,10,9,8.1
"14436","France","European seabass","Mediterranean and Black Sea",2014,49.03,0.0453981481481481,4.05747033085505e-05,1080,10,3,5,7,5,5,5.8,5.7
"14438","France","Gilthead seabream","Atlantic, Northeast",2014,956.77,84.6699115044248,0.000791773585244175,11.3,10,1,1,5,3,1,3.5,4.3
"14439","France","Gilthead seabream","Mediterranean and Black Sea",2014,5.32,0.0443333333333333,4.402558058362e-06,120,10,1,1,5,3,1,3.5,4.3
"14453","France","Pacific cupped oyster","Mediterranean and Black Sea",2014,0,0,0,569.7,1,10,10,5,5,1,5.3,6.2
"14482","Greece","European seabass","Mediterranean and Black Sea",2014,10017,6.12286063569682,0.0883439127895563,1636,10,3,5,5,5,1,4.8,5
"14483","Greece","Flathead grey mullet","Mediterranean and Black Sea",2014,3723.68,1.30107617051013,0.0328406170686049,2862,10,3,5,5,5,3,5.2,5.7
"14484","Greece","Gilthead seabream","Mediterranean and Black Sea",2014,3702.42,3.88094339622642,0.0326531166607077,954,10,1,1,3,3,1,3.2,4.1
"14485","Greece","Kuruma prawn","Mediterranean and Black Sea",2014,19.5,0.0367785741229725,0.000171978266885929,530.2,1,3,5,5,5,5,4,4.6
"14503","Iceland","Haddock","Atlantic, Northeast",2014,1300,65,0.013406429310992,20,10,3,5,8,7,5,6.3,6.9
"14524","Ireland","Atlantic salmon","Atlantic, Northeast",2014,13354.86,13.1187229862475,0.036216729581747,1018,10,3,3,5,5,5,5.2,5.4
"14547","Italy","Cupped oysters nei","Mediterranean and Black Sea",2014,1.08,3.0561309382322e-06,1.91131857019071e-06,353388,5,10,10,10,9,10,9,7.6
"14551","Italy","Gilthead seabream","Mediterranean and Black Sea",2014,2391.35,239.135,0.00423206635446812,10,10,1,3,5,3,1,3.8,4.7
"14723","Morocco","Gilthead seabream","Mediterranean and Black Sea",2014,1895.04,47.1520278676288,0.00270891141283316,40.19,10,3,4,5,4,5,5.2,5.5
"14724","Morocco","Marine fishes nei","Mediterranean and Black Sea",2014,1.18,0.00753031269942565,1.68677994508988e-06,156.7,5,4,5,5,4,5,4.7,5.3
"14727","Morocco","Yesso scallop","Atlantic, Eastern Central",2014,697362.44,9962320.57142857,0.996861845975377,0.07,1,10,7,7,6,9,6.7,6.5
"14744","Namibia","Pacific cupped oyster","Atlantic, Southeast",2014,74337.66,1358.75817949187,0.996954191637686,54.71,1,10,7,4,7,9,6.3,5.5
"14760","Nigeria","Snappers nei","Atlantic, Eastern Central",2014,875121.9,8751.219,1,100,5,7,3,3,4,3,4.2,4.9
"14762","Norway","Atlantic cod","Atlantic, Northeast",2014,0,0,0,3214.72,10,1,3,3,3,1,3.5,4.6
"14772","Norway","Pacific cupped oyster","Atlantic, Northeast",2014,438,2.46067415730337,0.000357098642018273,178,1,10,7,2,7,10,6.2,6.6
"14793","Peru","False abalone","Pacific, Southeast",2014,0,0,0,103.68,10,10,7,7,7,5,7.7,7.2
"14800","Peru","Whiteleg shrimp","Pacific, Southeast",2014,2235.24,20.0830188679245,0.254268927350598,111.3,10,3,1,5,3,3,4.2,4.5
"14805","Philippines","Giant tiger prawn","Pacific, Western Central",2014,0,0,0,1649399,10,1,1,1,1,1,2.5,3.5
"14825","Portugal","Common cuttlefish","Atlantic, Northeast",2014,597.98,3.98653333333333,0.000834966144690649,150,10,5,5,6,7,7,6.7,6.5
"14827","Portugal","Common sole","Atlantic, Northeast",2014,159375.53,166.710805439331,0.222537830432671,956,10,5,3,6,4,5,5.5,5.8
"14830","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2014,3885.3,29886.9230769231,0.00542508773197528,0.13,10,10,7,6,7,9,8.2,7
"14831","Portugal","Gilthead seabream","Atlantic, Northeast",2014,350093.06,769.909086910626,0.48883884509708,454.72,10,3,3,6,4,3,4.8,5.3
"14834","Portugal","Grooved carpet shell","Atlantic, Northeast",2014,200,2.80112044817927,0.000279262231074835,71.4,10,10,7,7,8,9,8.5,7.3
"14836","Portugal","Marine molluscs nei","Atlantic, Northeast",2014,0,0,0,111.2,5,5,5,6,4,5,5,5.3
"14838","Portugal","Octopuses nei","Atlantic, Northeast",2014,8.73,9.90582094632929e-05,1.21897963864165e-05,88130,5,5,5,6,8,5,5.7,5.7
"14842","Portugal","Sargo breams nei","Atlantic, Northeast",2014,3827.27,0.29900546875,0.00534405979562892,12800,6,3,3,6,4,3,4.2,4.8
"14843","Portugal","Sea mussels nei","Atlantic, Northeast",2014,0,0,0,1954.9,5,10,7,6,7,8,7.2,6.5
"14892","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2014,344014.38,136.508225864053,0.746763404374626,2520.1,10,3,5,5,5,5,5.5,5.7
"14893","Saudi Arabia","Giant tiger prawn","Indian Ocean, Western",2014,239.19,0.00435120336177257,0.000519217652158514,54971,10,1,1,3,5,1,3.5,4.2
"14951","South Africa","Giant tiger prawn","Atlantic, Southeast",2014,370.75,0.0222293505372218,0.00412506415684746,16678.4,1,3,3,7,5,5,4,4.7
"14952","South Africa","Gracilaria seaweeds","Atlantic, Southeast",2014,244,5.42222222222222,0.00271480958670473,45,10,10,7,6,8,10,8.5,7.3
"14957","South Africa","Mullets nei","Atlantic, Southeast",2014,1363.42,36.8491891891892,0.0151697774045285,37,5,5,4,6,5,6,5.2,5.4
"14958","South Africa","Pacific cupped oyster","Atlantic, Southeast",2014,253.58,0.0719375886524823,0.00282139924178929,3525,1,10,7,7,7,9,6.8,6.1
"14959","South Africa","Perlemoen abalone","Atlantic, Southeast",2014,40612.37,1846.01681818182,0.451864145142622,22,10,5,7,6,7,8,7.2,6.7
"14960","South Africa","Red bait","Atlantic, Southeast",2014,202.83,0.0122459699329832,0.0022567411002923,16563,1,5,4,7,5,6,4.7,5
"14961","South Africa","Sea mussels nei","Atlantic, Southeast",2014,10352.83,1.54404623415362,0.11518836939969,6705,5,10,7,7,7,8,7.3,6.5
"14979","Spain","Cupped oysters nei","Atlantic, Northeast",2014,818.22,39.7194174757282,8.87095249700888e-05,20.6,5,10,10,7,8,10,8.3,7.2
"14981","Spain","European eel","Atlantic, Northeast",2014,87540.73,17508.146,0.00949096401192197,5,10,3,3,3,6,7,5.3,5.9
"14990","Spain","Gilthead seabream","Atlantic, Northeast",2014,366035.47,1.29235210004519,0.0396847213046652,283232,10,1,1,3,3,1,3.2,4.2
"15012","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2014,0,0,0,18675,1,10,7,5,7,10,6.7,6.4
"15043","Sweden","Atlantic salmon","Atlantic, Northeast",2014,0,0,0,397841,10,3,3,8,5,5,5.7,6
"15103","Turkey","Atlantic salmon","Mediterranean and Black Sea",2014,1324.99,9.538478151321,0.00871183930802357,138.91,1,3,3,8,5,5,4.2,4.7
"15108","Turkey","Gilthead seabream","Mediterranean and Black Sea",2014,1135.12,13.5278274341556,0.007463439750733,83.91,8,3,3,7,5,6,5.3,5.1
"15112","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2014,170.61,2.14065244667503,0.00112176462036838,79.7,5,5,5,6,5,5,5.2,5.1
"15120","Turkey","Trouts nei","Mediterranean and Black Sea",2014,2373.96,3.94476570289133,0.0156088408544032,601.8,5,3,3,5,5,5,4.3,4.8
"15124","Ukraine","Flatfishes nei","Mediterranean and Black Sea",2014,197.27,15.41171875,0.00567008916586714,12.8,5,3,3,6,5,6,3.8,4.4
"15146","United Kingdom","Atlantic cod","Atlantic, Northeast",2014,16.69,2.57959814528594,0.000430600221621085,6.47,10,1,3,3,3,1,3.5,4.6
"15149","United Kingdom","Blue mussel","Atlantic, Northeast",2014,25.03,4.92716535433071,0.000645771332964395,5.08,10,10,9,8,8,10,9.2,8.2
"15152","United Kingdom","European flat oyster","Atlantic, Northeast",2014,121.32,23.6491228070175,0.00313004307292211,5.13,10,10,7,5,7,10,8.2,7.3
"15153","United Kingdom","European seabass","Atlantic, Northeast",2014,59.88,5.13550600343053,0.00154489761957283,11.66,10,3,5,7,5,5,5.8,6
"15201","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2014,18537.12,30.24,0.484023439356332,613,10,10,10,5,7,10,8.7,7.9
